=== Umbra Scalability Log for borrow on borrow (64 CPUs) ===
INFO:    [s] execution: (0.000012 min, 0.000012 max, 0.000012 median, 0.0% relMAD, 0.000012 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000110 min, 0.000110 max, 0.000110 median, 0.0% relMAD, 0.000110 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000005 min, 0.000005 max, 0.000005 median, 0.0% relMAD, 0.000005 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000004 min, 0.000004 max, 0.000004 median, 0.0% relMAD, 0.000004 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000004 min, 0.000004 max, 0.000004 median, 0.0% relMAD, 0.000004 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000004 min, 0.000004 max, 0.000004 median, 0.0% relMAD, 0.000004 avg, 0.000000 sdev)
INFO:    [s] execution: (0.003437 min, 0.003437 max, 0.003437 median, 0.0% relMAD, 0.003437 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000183 min, 0.000183 max, 0.000183 median, 0.0% relMAD, 0.000183 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010759 min, 0.010759 max, 0.010759 median, 0.0% relMAD, 0.010759 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000031 min, 0.000031 max, 0.000031 median, 0.0% relMAD, 0.000031 avg, 0.000000 sdev)
INFO:    [s] execution: (0.013292 min, 0.013292 max, 0.013292 median, 0.0% relMAD, 0.013292 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000025 min, 0.000025 max, 0.000025 median, 0.0% relMAD, 0.000025 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010492 min, 0.010492 max, 0.010492 median, 0.0% relMAD, 0.010492 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000024 min, 0.000024 max, 0.000024 median, 0.0% relMAD, 0.000024 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010605 min, 0.010605 max, 0.010605 median, 0.0% relMAD, 0.010605 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000026 min, 0.000026 max, 0.000026 median, 0.0% relMAD, 0.000026 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010804 min, 0.010804 max, 0.010804 median, 0.0% relMAD, 0.010804 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000023 min, 0.000023 max, 0.000023 median, 0.0% relMAD, 0.000023 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010765 min, 0.010765 max, 0.010765 median, 0.0% relMAD, 0.010765 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000024 min, 0.000024 max, 0.000024 median, 0.0% relMAD, 0.000024 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010740 min, 0.010740 max, 0.010740 median, 0.0% relMAD, 0.010740 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000022 min, 0.000022 max, 0.000022 median, 0.0% relMAD, 0.000022 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010769 min, 0.010769 max, 0.010769 median, 0.0% relMAD, 0.010769 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000065 min, 0.000065 max, 0.000065 median, 0.0% relMAD, 0.000065 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010593 min, 0.010593 max, 0.010593 median, 0.0% relMAD, 0.010593 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000022 min, 0.000022 max, 0.000022 median, 0.0% relMAD, 0.000022 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010395 min, 0.010395 max, 0.010395 median, 0.0% relMAD, 0.010395 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000132 min, 0.000132 max, 0.000132 median, 0.0% relMAD, 0.000132 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010673 min, 0.010673 max, 0.010673 median, 0.0% relMAD, 0.010673 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000083 min, 0.000083 max, 0.000083 median, 0.0% relMAD, 0.000083 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010688 min, 0.010688 max, 0.010688 median, 0.0% relMAD, 0.010688 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000152 min, 0.000152 max, 0.000152 median, 0.0% relMAD, 0.000152 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010607 min, 0.010607 max, 0.010607 median, 0.0% relMAD, 0.010607 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000180 min, 0.000180 max, 0.000180 median, 0.0% relMAD, 0.000180 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010645 min, 0.010645 max, 0.010645 median, 0.0% relMAD, 0.010645 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000210 min, 0.000210 max, 0.000210 median, 0.0% relMAD, 0.000210 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010592 min, 0.010592 max, 0.010592 median, 0.0% relMAD, 0.010592 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000220 min, 0.000220 max, 0.000220 median, 0.0% relMAD, 0.000220 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010603 min, 0.010603 max, 0.010603 median, 0.0% relMAD, 0.010603 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000189 min, 0.000189 max, 0.000189 median, 0.0% relMAD, 0.000189 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010291 min, 0.010291 max, 0.010291 median, 0.0% relMAD, 0.010291 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000193 min, 0.000193 max, 0.000193 median, 0.0% relMAD, 0.000193 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010584 min, 0.010584 max, 0.010584 median, 0.0% relMAD, 0.010584 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000188 min, 0.000188 max, 0.000188 median, 0.0% relMAD, 0.000188 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010780 min, 0.010780 max, 0.010780 median, 0.0% relMAD, 0.010780 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000214 min, 0.000214 max, 0.000214 median, 0.0% relMAD, 0.000214 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010780 min, 0.010780 max, 0.010780 median, 0.0% relMAD, 0.010780 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000195 min, 0.000195 max, 0.000195 median, 0.0% relMAD, 0.000195 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010530 min, 0.010530 max, 0.010530 median, 0.0% relMAD, 0.010530 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000396 min, 0.000396 max, 0.000396 median, 0.0% relMAD, 0.000396 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010580 min, 0.010580 max, 0.010580 median, 0.0% relMAD, 0.010580 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000367 min, 0.000367 max, 0.000367 median, 0.0% relMAD, 0.000367 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010317 min, 0.010317 max, 0.010317 median, 0.0% relMAD, 0.010317 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000515 min, 0.000515 max, 0.000515 median, 0.0% relMAD, 0.000515 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010611 min, 0.010611 max, 0.010611 median, 0.0% relMAD, 0.010611 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000377 min, 0.000377 max, 0.000377 median, 0.0% relMAD, 0.000377 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010132 min, 0.010132 max, 0.010132 median, 0.0% relMAD, 0.010132 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000524 min, 0.000524 max, 0.000524 median, 0.0% relMAD, 0.000524 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010188 min, 0.010188 max, 0.010188 median, 0.0% relMAD, 0.010188 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000537 min, 0.000537 max, 0.000537 median, 0.0% relMAD, 0.000537 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010328 min, 0.010328 max, 0.010328 median, 0.0% relMAD, 0.010328 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000591 min, 0.000591 max, 0.000591 median, 0.0% relMAD, 0.000591 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010328 min, 0.010328 max, 0.010328 median, 0.0% relMAD, 0.010328 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000770 min, 0.000770 max, 0.000770 median, 0.0% relMAD, 0.000770 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010161 min, 0.010161 max, 0.010161 median, 0.0% relMAD, 0.010161 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000878 min, 0.000878 max, 0.000878 median, 0.0% relMAD, 0.000878 avg, 0.000000 sdev)
INFO:    [s] execution: (0.009920 min, 0.009920 max, 0.009920 median, 0.0% relMAD, 0.009920 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.001013 min, 0.001013 max, 0.001013 median, 0.0% relMAD, 0.001013 avg, 0.000000 sdev)
INFO:    [s] execution: (0.009970 min, 0.009970 max, 0.009970 median, 0.0% relMAD, 0.009970 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.001067 min, 0.001067 max, 0.001067 median, 0.0% relMAD, 0.001067 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010038 min, 0.010038 max, 0.010038 median, 0.0% relMAD, 0.010038 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.001058 min, 0.001058 max, 0.001058 median, 0.0% relMAD, 0.001058 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010047 min, 0.010047 max, 0.010047 median, 0.0% relMAD, 0.010047 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.001082 min, 0.001082 max, 0.001082 median, 0.0% relMAD, 0.001082 avg, 0.000000 sdev)
INFO:    [s] execution: (66.220757 min, 66.220757 max, 66.220757 median, 0.0% relMAD, 66.220757 avg, 0.000000 sdev, 2262328 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.013727 min, 0.013727 max, 0.013727 median, 0.0% relMAD, 0.013727 avg, 0.000000 sdev)
subset_count origin_contains_loan_on_entry_count path_maybe_uninitialized_on_exit_count var_drop_live_on_entry_count path_maybe_initialized_on_exit_count var_live_on_entry_count path_accessed_at_count path_moved_at_count path_assigned_at_count path_begins_with_var_count ancestor_path_count origin_live_on_entry_count
5068815 210300 291552229 3588 1048567 329734 7838 16295 6793 6372 30 1033354
