=== Umbra Scalability Log for borrow on borrow (8 CPUs) ===
INFO:    [s] execution: (0.000010 min, 0.000010 max, 0.000010 median, 0.0% relMAD, 0.000010 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000115 min, 0.000115 max, 0.000115 median, 0.0% relMAD, 0.000115 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000005 min, 0.000005 max, 0.000005 median, 0.0% relMAD, 0.000005 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000004 min, 0.000004 max, 0.000004 median, 0.0% relMAD, 0.000004 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000011 min, 0.000011 max, 0.000011 median, 0.0% relMAD, 0.000011 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000004 min, 0.000004 max, 0.000004 median, 0.0% relMAD, 0.000004 avg, 0.000000 sdev)
INFO:    [s] execution: (0.003752 min, 0.003752 max, 0.003752 median, 0.0% relMAD, 0.003752 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000150 min, 0.000150 max, 0.000150 median, 0.0% relMAD, 0.000150 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010403 min, 0.010403 max, 0.010403 median, 0.0% relMAD, 0.010403 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000035 min, 0.000035 max, 0.000035 median, 0.0% relMAD, 0.000035 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010765 min, 0.010765 max, 0.010765 median, 0.0% relMAD, 0.010765 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000024 min, 0.000024 max, 0.000024 median, 0.0% relMAD, 0.000024 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010701 min, 0.010701 max, 0.010701 median, 0.0% relMAD, 0.010701 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000022 min, 0.000022 max, 0.000022 median, 0.0% relMAD, 0.000022 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010715 min, 0.010715 max, 0.010715 median, 0.0% relMAD, 0.010715 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000026 min, 0.000026 max, 0.000026 median, 0.0% relMAD, 0.000026 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010502 min, 0.010502 max, 0.010502 median, 0.0% relMAD, 0.010502 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000027 min, 0.000027 max, 0.000027 median, 0.0% relMAD, 0.000027 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010539 min, 0.010539 max, 0.010539 median, 0.0% relMAD, 0.010539 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000029 min, 0.000029 max, 0.000029 median, 0.0% relMAD, 0.000029 avg, 0.000000 sdev)
INFO:    [s] execution: (0.012994 min, 0.012994 max, 0.012994 median, 0.0% relMAD, 0.012994 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000022 min, 0.000022 max, 0.000022 median, 0.0% relMAD, 0.000022 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010426 min, 0.010426 max, 0.010426 median, 0.0% relMAD, 0.010426 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000056 min, 0.000056 max, 0.000056 median, 0.0% relMAD, 0.000056 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010714 min, 0.010714 max, 0.010714 median, 0.0% relMAD, 0.010714 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000024 min, 0.000024 max, 0.000024 median, 0.0% relMAD, 0.000024 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010578 min, 0.010578 max, 0.010578 median, 0.0% relMAD, 0.010578 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000132 min, 0.000132 max, 0.000132 median, 0.0% relMAD, 0.000132 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010500 min, 0.010500 max, 0.010500 median, 0.0% relMAD, 0.010500 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000079 min, 0.000079 max, 0.000079 median, 0.0% relMAD, 0.000079 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010435 min, 0.010435 max, 0.010435 median, 0.0% relMAD, 0.010435 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000157 min, 0.000157 max, 0.000157 median, 0.0% relMAD, 0.000157 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010375 min, 0.010375 max, 0.010375 median, 0.0% relMAD, 0.010375 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000150 min, 0.000150 max, 0.000150 median, 0.0% relMAD, 0.000150 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010742 min, 0.010742 max, 0.010742 median, 0.0% relMAD, 0.010742 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000198 min, 0.000198 max, 0.000198 median, 0.0% relMAD, 0.000198 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010656 min, 0.010656 max, 0.010656 median, 0.0% relMAD, 0.010656 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000215 min, 0.000215 max, 0.000215 median, 0.0% relMAD, 0.000215 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010502 min, 0.010502 max, 0.010502 median, 0.0% relMAD, 0.010502 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000192 min, 0.000192 max, 0.000192 median, 0.0% relMAD, 0.000192 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010732 min, 0.010732 max, 0.010732 median, 0.0% relMAD, 0.010732 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000192 min, 0.000192 max, 0.000192 median, 0.0% relMAD, 0.000192 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010284 min, 0.010284 max, 0.010284 median, 0.0% relMAD, 0.010284 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000187 min, 0.000187 max, 0.000187 median, 0.0% relMAD, 0.000187 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010604 min, 0.010604 max, 0.010604 median, 0.0% relMAD, 0.010604 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000206 min, 0.000206 max, 0.000206 median, 0.0% relMAD, 0.000206 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010556 min, 0.010556 max, 0.010556 median, 0.0% relMAD, 0.010556 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000194 min, 0.000194 max, 0.000194 median, 0.0% relMAD, 0.000194 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010663 min, 0.010663 max, 0.010663 median, 0.0% relMAD, 0.010663 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000384 min, 0.000384 max, 0.000384 median, 0.0% relMAD, 0.000384 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010486 min, 0.010486 max, 0.010486 median, 0.0% relMAD, 0.010486 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000355 min, 0.000355 max, 0.000355 median, 0.0% relMAD, 0.000355 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010181 min, 0.010181 max, 0.010181 median, 0.0% relMAD, 0.010181 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000507 min, 0.000507 max, 0.000507 median, 0.0% relMAD, 0.000507 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010231 min, 0.010231 max, 0.010231 median, 0.0% relMAD, 0.010231 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000379 min, 0.000379 max, 0.000379 median, 0.0% relMAD, 0.000379 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010156 min, 0.010156 max, 0.010156 median, 0.0% relMAD, 0.010156 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000517 min, 0.000517 max, 0.000517 median, 0.0% relMAD, 0.000517 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010366 min, 0.010366 max, 0.010366 median, 0.0% relMAD, 0.010366 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000539 min, 0.000539 max, 0.000539 median, 0.0% relMAD, 0.000539 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010173 min, 0.010173 max, 0.010173 median, 0.0% relMAD, 0.010173 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000601 min, 0.000601 max, 0.000601 median, 0.0% relMAD, 0.000601 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010293 min, 0.010293 max, 0.010293 median, 0.0% relMAD, 0.010293 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000769 min, 0.000769 max, 0.000769 median, 0.0% relMAD, 0.000769 avg, 0.000000 sdev)
INFO:    [s] execution: (0.009805 min, 0.009805 max, 0.009805 median, 0.0% relMAD, 0.009805 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000887 min, 0.000887 max, 0.000887 median, 0.0% relMAD, 0.000887 avg, 0.000000 sdev)
INFO:    [s] execution: (0.009710 min, 0.009710 max, 0.009710 median, 0.0% relMAD, 0.009710 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.001021 min, 0.001021 max, 0.001021 median, 0.0% relMAD, 0.001021 avg, 0.000000 sdev)
INFO:    [s] execution: (0.009971 min, 0.009971 max, 0.009971 median, 0.0% relMAD, 0.009971 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.001062 min, 0.001062 max, 0.001062 median, 0.0% relMAD, 0.001062 avg, 0.000000 sdev)
INFO:    [s] execution: (0.009913 min, 0.009913 max, 0.009913 median, 0.0% relMAD, 0.009913 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.001054 min, 0.001054 max, 0.001054 median, 0.0% relMAD, 0.001054 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010107 min, 0.010107 max, 0.010107 median, 0.0% relMAD, 0.010107 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.001091 min, 0.001091 max, 0.001091 median, 0.0% relMAD, 0.001091 avg, 0.000000 sdev)
INFO:    [s] execution: (50.735958 min, 50.735958 max, 50.735958 median, 0.0% relMAD, 50.735958 avg, 0.000000 sdev, 2262328 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.013401 min, 0.013401 max, 0.013401 median, 0.0% relMAD, 0.013401 avg, 0.000000 sdev)
subset_count origin_contains_loan_on_entry_count path_maybe_uninitialized_on_exit_count var_drop_live_on_entry_count path_maybe_initialized_on_exit_count var_live_on_entry_count path_accessed_at_count path_moved_at_count path_assigned_at_count path_begins_with_var_count ancestor_path_count origin_live_on_entry_count
5068815 210300 291552229 3588 1048567 329734 7838 16295 6793 6372 30 1033354
